File,mean_particles,File_path,n_samples,time_per_event,code,code_version,algorithm,strategy,radius,power,backend,backend_version
events-pp-13TeV-20GeV.hepmc3.gz,431.18,data/events-pp-13TeV-20GeV.hepmc3.gz,4,498.47,CJetReconstruction,unknown,CA,N2Tiled,2.0,0,JuliaC,0.3.1
events-pp-20TeV-20GeV.hepmc3.gz,524.59,data/events-pp-20TeV-20GeV.hepmc3.gz,4,661.1,CJetReconstruction,unknown,CA,N2Tiled,2.0,0,JuliaC,0.3.1
events-pp-20TeV-50GeV.hepmc3.gz,553.64,data/events-pp-20TeV-50GeV.hepmc3.gz,4,771.68,CJetReconstruction,unknown,CA,N2Tiled,2.0,0,JuliaC,0.3.1
events-pp-30TeV-50GeV.hepmc3.gz,632.29,data/events-pp-30TeV-50GeV.hepmc3.gz,4,943.89,CJetReconstruction,unknown,CA,N2Tiled,2.0,0,JuliaC,0.3.1
events-ee-Z.hepmc3.gz,43.05,data/events-ee-Z.hepmc3.gz,4,27.57,CJetReconstruction,unknown,CA,N2Tiled,3.0,0,JuliaC,0.3.1
events-ee-H.hepmc3.gz,64.97,data/events-ee-H.hepmc3.gz,4,42.6,CJetReconstruction,unknown,CA,N2Tiled,3.0,0,JuliaC,0.3.1
events-pp-0.5TeV-5GeV.hepmc3.gz,112.62,data/events-pp-0.5TeV-5GeV.hepmc3.gz,4,87.03,CJetReconstruction,unknown,CA,N2Tiled,3.0,0,JuliaC,0.3.1
events-pp-1TeV-5GeV.hepmc3.gz,160.36,data/events-pp-1TeV-5GeV.hepmc3.gz,4,132.35,CJetReconstruction,unknown,CA,N2Tiled,3.0,0,JuliaC,0.3.1
events-pp-2TeV-5Gev.hepmc3.gz,188.21,data/events-pp-2TeV-5Gev.hepmc3.gz,4,166.8,CJetReconstruction,unknown,CA,N2Tiled,3.0,0,JuliaC,0.3.1
events-pp-2TeV.hepmc3.gz,226.98,data/events-pp-2TeV.hepmc3.gz,4,217.39,CJetReconstruction,unknown,CA,N2Tiled,3.0,0,JuliaC,0.3.1
events-pp-5TeV-10GeV.hepmc3.gz,284.15,data/events-pp-5TeV-10GeV.hepmc3.gz,4,309.17,CJetReconstruction,unknown,CA,N2Tiled,3.0,0,JuliaC,0.3.1
events-pp-8TeV-20GeV.hepmc3.gz,354.18,data/events-pp-8TeV-20GeV.hepmc3.gz,4,450.87,CJetReconstruction,unknown,CA,N2Tiled,3.0,0,JuliaC,0.3.1
events-pp-13TeV-20GeV.hepmc3.gz,431.18,data/events-pp-13TeV-20GeV.hepmc3.gz,4,613.0,CJetReconstruction,unknown,CA,N2Tiled,3.0,0,JuliaC,0.3.1
events-pp-20TeV-20GeV.hepmc3.gz,524.59,data/events-pp-20TeV-20GeV.hepmc3.gz,4,846.92,CJetReconstruction,unknown,CA,N2Tiled,3.0,0,JuliaC,0.3.1
events-pp-20TeV-50GeV.hepmc3.gz,553.64,data/events-pp-20TeV-50GeV.hepmc3.gz,4,1007.33,CJetReconstruction,unknown,CA,N2Tiled,3.0,0,JuliaC,0.3.1
events-pp-30TeV-50GeV.hepmc3.gz,632.29,data/events-pp-30TeV-50GeV.hepmc3.gz,4,1219.48,CJetReconstruction,unknown,CA,N2Tiled,3.0,0,JuliaC,0.3.1
events-ee-Z.hepmc3.gz,43.05,data/events-ee-Z.hepmc3.gz,4,13.75,CJetReconstruction,unknown,Kt,N2Plain,0.2,1,JuliaC,0.3.1
events-ee-H.hepmc3.gz,64.97,data/events-ee-H.hepmc3.gz,4,21.77,CJetReconstruction,unknown,Kt,N2Plain,0.2,1,JuliaC,0.3.1
events-pp-0.5TeV-5GeV.hepmc3.gz,112.62,data/events-pp-0.5TeV-5GeV.hepmc3.gz,4,31.12,CJetReconstruction,unknown,Kt,N2Plain,0.2,1,JuliaC,0.3.1
events-pp-1TeV-5GeV.hepmc3.gz,160.36,data/events-pp-1TeV-5GeV.hepmc3.gz,4,54.63,CJetReconstruction,unknown,Kt,N2Plain,0.2,1,JuliaC,0.3.1
events-pp-2TeV-5Gev.hepmc3.gz,188.21,data/events-pp-2TeV-5Gev.hepmc3.gz,4,79.56,CJetReconstruction,unknown,Kt,N2Plain,0.2,1,JuliaC,0.3.1
events-pp-2TeV.hepmc3.gz,226.98,data/events-pp-2TeV.hepmc3.gz,4,109.77,CJetReconstruction,unknown,Kt,N2Plain,0.2,1,JuliaC,0.3.1
events-pp-5TeV-10GeV.hepmc3.gz,284.15,data/events-pp-5TeV-10GeV.hepmc3.gz,4,161.19,CJetReconstruction,unknown,Kt,N2Plain,0.2,1,JuliaC,0.3.1
events-pp-8TeV-20GeV.hepmc3.gz,354.18,data/events-pp-8TeV-20GeV.hepmc3.gz,4,260.42,CJetReconstruction,unknown,Kt,N2Plain,0.2,1,JuliaC,0.3.1
events-pp-13TeV-20GeV.hepmc3.gz,431.18,data/events-pp-13TeV-20GeV.hepmc3.gz,4,395.12,CJetReconstruction,unknown,Kt,N2Plain,0.2,1,JuliaC,0.3.1
events-pp-20TeV-20GeV.hepmc3.gz,524.59,data/events-pp-20TeV-20GeV.hepmc3.gz,4,572.48,CJetReconstruction,unknown,Kt,N2Plain,0.2,1,JuliaC,0.3.1
events-pp-20TeV-50GeV.hepmc3.gz,553.64,data/events-pp-20TeV-50GeV.hepmc3.gz,4,650.87,CJetReconstruction,unknown,Kt,N2Plain,0.2,1,JuliaC,0.3.1
events-pp-30TeV-50GeV.hepmc3.gz,632.29,data/events-pp-30TeV-50GeV.hepmc3.gz,4,828.51,CJetReconstruction,unknown,Kt,N2Plain,0.2,1,JuliaC,0.3.1
events-ee-Z.hepmc3.gz,43.05,data/events-ee-Z.hepmc3.gz,4,15.4,CJetReconstruction,unknown,Kt,N2Plain,0.4,1,JuliaC,0.3.1
events-ee-H.hepmc3.gz,64.97,data/events-ee-H.hepmc3.gz,4,24.68,CJetReconstruction,unknown,Kt,N2Plain,0.4,1,JuliaC,0.3.1
events-pp-0.5TeV-5GeV.hepmc3.gz,112.62,data/events-pp-0.5TeV-5GeV.hepmc3.gz,4,41.88,CJetReconstruction,unknown,Kt,N2Plain,0.4,1,JuliaC,0.3.1
events-pp-1TeV-5GeV.hepmc3.gz,160.36,data/events-pp-1TeV-5GeV.hepmc3.gz,4,75.36,CJetReconstruction,unknown,Kt,N2Plain,0.4,1,JuliaC,0.3.1
events-pp-2TeV-5Gev.hepmc3.gz,188.21,data/events-pp-2TeV-5Gev.hepmc3.gz,4,107.43,CJetReconstruction,unknown,Kt,N2Plain,0.4,1,JuliaC,0.3.1
events-pp-2TeV.hepmc3.gz,226.98,data/events-pp-2TeV.hepmc3.gz,4,151.33,CJetReconstruction,unknown,Kt,N2Plain,0.4,1,JuliaC,0.3.1
events-pp-5TeV-10GeV.hepmc3.gz,284.15,data/events-pp-5TeV-10GeV.hepmc3.gz,4,233.03,CJetReconstruction,unknown,Kt,N2Plain,0.4,1,JuliaC,0.3.1
events-pp-8TeV-20GeV.hepmc3.gz,354.18,data/events-pp-8TeV-20GeV.hepmc3.gz,4,356.03,CJetReconstruction,unknown,Kt,N2Plain,0.4,1,JuliaC,0.3.1
events-pp-13TeV-20GeV.hepmc3.gz,431.18,data/events-pp-13TeV-20GeV.hepmc3.gz,4,511.48,CJetReconstruction,unknown,Kt,N2Plain,0.4,1,JuliaC,0.3.1
events-pp-20TeV-20GeV.hepmc3.gz,524.59,data/events-pp-20TeV-20GeV.hepmc3.gz,4,748.94,CJetReconstruction,unknown,Kt,N2Plain,0.4,1,JuliaC,0.3.1
events-pp-20TeV-50GeV.hepmc3.gz,553.64,data/events-pp-20TeV-50GeV.hepmc3.gz,4,864.72,CJetReconstruction,unknown,Kt,N2Plain,0.4,1,JuliaC,0.3.1
events-pp-30TeV-50GeV.hepmc3.gz,632.29,data/events-pp-30TeV-50GeV.hepmc3.gz,4,1084.24,CJetReconstruction,unknown,Kt,N2Plain,0.4,1,JuliaC,0.3.1
events-ee-Z.hepmc3.gz,43.05,data/events-ee-Z.hepmc3.gz,4,17.57,CJetReconstruction,unknown,Kt,N2Plain,1.0,1,JuliaC,0.3.1
events-ee-H.hepmc3.gz,64.97,data/events-ee-H.hepmc3.gz,4,28.89,CJetReconstruction,unknown,Kt,N2Plain,1.0,1,JuliaC,0.3.1
events-pp-0.5TeV-5GeV.hepmc3.gz,112.62,data/events-pp-0.5TeV-5GeV.hepmc3.gz,4,54.34,CJetReconstruction,unknown,Kt,N2Plain,1.0,1,JuliaC,0.3.1
events-pp-1TeV-5GeV.hepmc3.gz,160.36,data/events-pp-1TeV-5GeV.hepmc3.gz,4,98.03,CJetReconstruction,unknown,Kt,N2Plain,1.0,1,JuliaC,0.3.1
events-pp-2TeV-5Gev.hepmc3.gz,188.21,data/events-pp-2TeV-5Gev.hepmc3.gz,4,132.7,CJetReconstruction,unknown,Kt,N2Plain,1.0,1,JuliaC,0.3.1
events-pp-2TeV.hepmc3.gz,226.98,data/events-pp-2TeV.hepmc3.gz,4,176.1,CJetReconstruction,unknown,Kt,N2Plain,1.0,1,JuliaC,0.3.1
events-pp-5TeV-10GeV.hepmc3.gz,284.15,data/events-pp-5TeV-10GeV.hepmc3.gz,4,271.84,CJetReconstruction,unknown,Kt,N2Plain,1.0,1,JuliaC,0.3.1
events-pp-8TeV-20GeV.hepmc3.gz,354.18,data/events-pp-8TeV-20GeV.hepmc3.gz,4,404.22,CJetReconstruction,unknown,Kt,N2Plain,1.0,1,JuliaC,0.3.1
events-pp-13TeV-20GeV.hepmc3.gz,431.18,data/events-pp-13TeV-20GeV.hepmc3.gz,4,568.54,CJetReconstruction,unknown,Kt,N2Plain,1.0,1,JuliaC,0.3.1
events-pp-20TeV-20GeV.hepmc3.gz,524.59,data/events-pp-20TeV-20GeV.hepmc3.gz,4,807.2,CJetReconstruction,unknown,Kt,N2Plain,1.0,1,JuliaC,0.3.1
events-pp-20TeV-50GeV.hepmc3.gz,553.64,data/events-pp-20TeV-50GeV.hepmc3.gz,4,905.44,CJetReconstruction,unknown,Kt,N2Plain,1.0,1,JuliaC,0.3.1
events-pp-30TeV-50GeV.hepmc3.gz,632.29,data/events-pp-30TeV-50GeV.hepmc3.gz,4,1137.85,CJetReconstruction,unknown,Kt,N2Plain,1.0,1,JuliaC,0.3.1
events-ee-Z.hepmc3.gz,43.05,data/events-ee-Z.hepmc3.gz,4,17.48,CJetReconstruction,unknown,Kt,N2Plain,1.5,1,JuliaC,0.3.1
events-ee-H.hepmc3.gz,64.97,data/events-ee-H.hepmc3.gz,4,29.2,CJetReconstruction,unknown,Kt,N2Plain,1.5,1,JuliaC,0.3.1
events-pp-0.5TeV-5GeV.hepmc3.gz,112.62,data/events-pp-0.5TeV-5GeV.hepmc3.gz,4,61.37,CJetReconstruction,unknown,Kt,N2Plain,1.5,1,JuliaC,0.3.1
events-pp-1TeV-5GeV.hepmc3.gz,160.36,data/events-pp-1TeV-5GeV.hepmc3.gz,4,100.29,CJetReconstruction,unknown,Kt,N2Plain,1.5,1,JuliaC,0.3.1
events-pp-2TeV-5Gev.hepmc3.gz,188.21,data/events-pp-2TeV-5Gev.hepmc3.gz,4,135.45,CJetReconstruction,unknown,Kt,N2Plain,1.5,1,JuliaC,0.3.1
events-pp-2TeV.hepmc3.gz,226.98,data/events-pp-2TeV.hepmc3.gz,4,179.87,CJetReconstruction,unknown,Kt,N2Plain,1.5,1,JuliaC,0.3.1
events-pp-5TeV-10GeV.hepmc3.gz,284.15,data/events-pp-5TeV-10GeV.hepmc3.gz,4,271.86,CJetReconstruction,unknown,Kt,N2Plain,1.5,1,JuliaC,0.3.1
events-pp-8TeV-20GeV.hepmc3.gz,354.18,data/events-pp-8TeV-20GeV.hepmc3.gz,4,410.43,CJetReconstruction,unknown,Kt,N2Plain,1.5,1,JuliaC,0.3.1
events-pp-13TeV-20GeV.hepmc3.gz,431.18,data/events-pp-13TeV-20GeV.hepmc3.gz,4,572.06,CJetReconstruction,unknown,Kt,N2Plain,1.5,1,JuliaC,0.3.1
events-pp-20TeV-20GeV.hepmc3.gz,524.59,data/events-pp-20TeV-20GeV.hepmc3.gz,4,816.54,CJetReconstruction,unknown,Kt,N2Plain,1.5,1,JuliaC,0.3.1
events-pp-20TeV-50GeV.hepmc3.gz,553.64,data/events-pp-20TeV-50GeV.hepmc3.gz,4,922.32,CJetReconstruction,unknown,Kt,N2Plain,1.5,1,JuliaC,0.3.1
events-pp-30TeV-50GeV.hepmc3.gz,632.29,data/events-pp-30TeV-50GeV.hepmc3.gz,4,1155.41,CJetReconstruction,unknown,Kt,N2Plain,1.5,1,JuliaC,0.3.1
events-ee-Z.hepmc3.gz,43.05,data/events-ee-Z.hepmc3.gz,4,17.41,CJetReconstruction,unknown,Kt,N2Plain,2.0,1,JuliaC,0.3.1
events-ee-H.hepmc3.gz,64.97,data/events-ee-H.hepmc3.gz,4,28.1,CJetReconstruction,unknown,Kt,N2Plain,2.0,1,JuliaC,0.3.1
events-pp-0.5TeV-5GeV.hepmc3.gz,112.62,data/events-pp-0.5TeV-5GeV.hepmc3.gz,4,58.23,CJetReconstruction,unknown,Kt,N2Plain,2.0,1,JuliaC,0.3.1
events-pp-1TeV-5GeV.hepmc3.gz,160.36,data/events-pp-1TeV-5GeV.hepmc3.gz,4,100.79,CJetReconstruction,unknown,Kt,N2Plain,2.0,1,JuliaC,0.3.1
events-pp-2TeV-5Gev.hepmc3.gz,188.21,data/events-pp-2TeV-5Gev.hepmc3.gz,4,137.89,CJetReconstruction,unknown,Kt,N2Plain,2.0,1,JuliaC,0.3.1
events-pp-2TeV.hepmc3.gz,226.98,data/events-pp-2TeV.hepmc3.gz,4,186.23,CJetReconstruction,unknown,Kt,N2Plain,2.0,1,JuliaC,0.3.1
events-pp-5TeV-10GeV.hepmc3.gz,284.15,data/events-pp-5TeV-10GeV.hepmc3.gz,4,272.55,CJetReconstruction,unknown,Kt,N2Plain,2.0,1,JuliaC,0.3.1
events-pp-8TeV-20GeV.hepmc3.gz,354.18,data/events-pp-8TeV-20GeV.hepmc3.gz,4,408.61,CJetReconstruction,unknown,Kt,N2Plain,2.0,1,JuliaC,0.3.1
events-pp-13TeV-20GeV.hepmc3.gz,431.18,data/events-pp-13TeV-20GeV.hepmc3.gz,4,572.39,CJetReconstruction,unknown,Kt,N2Plain,2.0,1,JuliaC,0.3.1
events-pp-20TeV-20GeV.hepmc3.gz,524.59,data/events-pp-20TeV-20GeV.hepmc3.gz,4,809.71,CJetReconstruction,unknown,Kt,N2Plain,2.0,1,JuliaC,0.3.1
events-pp-20TeV-50GeV.hepmc3.gz,553.64,data/events-pp-20TeV-50GeV.hepmc3.gz,4,921.22,CJetReconstruction,unknown,Kt,N2Plain,2.0,1,JuliaC,0.3.1
events-pp-30TeV-50GeV.hepmc3.gz,632.29,data/events-pp-30TeV-50GeV.hepmc3.gz,4,1154.47,CJetReconstruction,unknown,Kt,N2Plain,2.0,1,JuliaC,0.3.1
events-ee-Z.hepmc3.gz,43.05,data/events-ee-Z.hepmc3.gz,4,18.84,CJetReconstruction,unknown,Kt,N2Plain,3.0,1,JuliaC,0.3.1
events-ee-H.hepmc3.gz,64.97,data/events-ee-H.hepmc3.gz,4,28.73,CJetReconstruction,unknown,Kt,N2Plain,3.0,1,JuliaC,0.3.1
events-pp-0.5TeV-5GeV.hepmc3.gz,112.62,data/events-pp-0.5TeV-5GeV.hepmc3.gz,4,61.19,CJetReconstruction,unknown,Kt,N2Plain,3.0,1,JuliaC,0.3.1
events-pp-1TeV-5GeV.hepmc3.gz,160.36,data/events-pp-1TeV-5GeV.hepmc3.gz,4,104.42,CJetReconstruction,unknown,Kt,N2Plain,3.0,1,JuliaC,0.3.1
events-pp-2TeV-5Gev.hepmc3.gz,188.21,data/events-pp-2TeV-5Gev.hepmc3.gz,4,139.49,CJetReconstruction,unknown,Kt,N2Plain,3.0,1,JuliaC,0.3.1
events-pp-2TeV.hepmc3.gz,226.98,data/events-pp-2TeV.hepmc3.gz,4,188.58,CJetReconstruction,unknown,Kt,N2Plain,3.0,1,JuliaC,0.3.1
events-pp-5TeV-10GeV.hepmc3.gz,284.15,data/events-pp-5TeV-10GeV.hepmc3.gz,4,280.64,CJetReconstruction,unknown,Kt,N2Plain,3.0,1,JuliaC,0.3.1
events-pp-8TeV-20GeV.hepmc3.gz,354.18,data/events-pp-8TeV-20GeV.hepmc3.gz,4,410.19,CJetReconstruction,unknown,Kt,N2Plain,3.0,1,JuliaC,0.3.1
events-pp-13TeV-20GeV.hepmc3.gz,431.18,data/events-pp-13TeV-20GeV.hepmc3.gz,4,572.99,CJetReconstruction,unknown,Kt,N2Plain,3.0,1,JuliaC,0.3.1
events-pp-20TeV-20GeV.hepmc3.gz,524.59,data/events-pp-20TeV-20GeV.hepmc3.gz,4,814.14,CJetReconstruction,unknown,Kt,N2Plain,3.0,1,JuliaC,0.3.1
events-pp-20TeV-50GeV.hepmc3.gz,553.64,data/events-pp-20TeV-50GeV.hepmc3.gz,4,920.13,CJetReconstruction,unknown,Kt,N2Plain,3.0,1,JuliaC,0.3.1
events-pp-30TeV-50GeV.hepmc3.gz,632.29,data/events-pp-30TeV-50GeV.hepmc3.gz,4,1163.55,CJetReconstruction,unknown,Kt,N2Plain,3.0,1,JuliaC,0.3.1
events-ee-Z.hepmc3.gz,43.05,data/events-ee-Z.hepmc3.gz,4,15.89,CJetReconstruction,unknown,Kt,N2Tiled,0.2,1,JuliaC,0.3.1
events-ee-H.hepmc3.gz,64.97,data/events-ee-H.hepmc3.gz,4,25.64,CJetReconstruction,unknown,Kt,N2Tiled,0.2,1,JuliaC,0.3.1
events-pp-0.5TeV-5GeV.hepmc3.gz,112.62,data/events-pp-0.5TeV-5GeV.hepmc3.gz,4,43.07,CJetReconstruction,unknown,Kt,N2Tiled,0.2,1,JuliaC,0.3.1
events-pp-1TeV-5GeV.hepmc3.gz,160.36,data/events-pp-1TeV-5GeV.hepmc3.gz,4,35.89,CJetReconstruction,unknown,Kt,N2Tiled,0.2,1,JuliaC,0.3.1
events-pp-2TeV-5Gev.hepmc3.gz,188.21,data/events-pp-2TeV-5Gev.hepmc3.gz,4,43.92,CJetReconstruction,unknown,Kt,N2Tiled,0.2,1,JuliaC,0.3.1
events-pp-2TeV.hepmc3.gz,226.98,data/events-pp-2TeV.hepmc3.gz,4,58.92,CJetReconstruction,unknown,Kt,N2Tiled,0.2,1,JuliaC,0.3.1
events-pp-5TeV-10GeV.hepmc3.gz,284.15,data/events-pp-5TeV-10GeV.hepmc3.gz,4,69.2,CJetReconstruction,unknown,Kt,N2Tiled,0.2,1,JuliaC,0.3.1
events-pp-8TeV-20GeV.hepmc3.gz,354.18,data/events-pp-8TeV-20GeV.hepmc3.gz,4,95.69,CJetReconstruction,unknown,Kt,N2Tiled,0.2,1,JuliaC,0.3.1
events-pp-13TeV-20GeV.hepmc3.gz,431.18,data/events-pp-13TeV-20GeV.hepmc3.gz,4,118.26,CJetReconstruction,unknown,Kt,N2Tiled,0.2,1,JuliaC,0.3.1
events-pp-20TeV-20GeV.hepmc3.gz,524.59,data/events-pp-20TeV-20GeV.hepmc3.gz,4,147.8,CJetReconstruction,unknown,Kt,N2Tiled,0.2,1,JuliaC,0.3.1
events-pp-20TeV-50GeV.hepmc3.gz,553.64,data/events-pp-20TeV-50GeV.hepmc3.gz,4,169.22,CJetReconstruction,unknown,Kt,N2Tiled,0.2,1,JuliaC,0.3.1
events-pp-30TeV-50GeV.hepmc3.gz,632.29,data/events-pp-30TeV-50GeV.hepmc3.gz,4,203.28,CJetReconstruction,unknown,Kt,N2Tiled,0.2,1,JuliaC,0.3.1
events-ee-Z.hepmc3.gz,43.05,data/events-ee-Z.hepmc3.gz,4,20.11,CJetReconstruction,unknown,Kt,N2Tiled,0.4,1,JuliaC,0.3.1
events-ee-H.hepmc3.gz,64.97,data/events-ee-H.hepmc3.gz,4,30.61,CJetReconstruction,unknown,Kt,N2Tiled,0.4,1,JuliaC,0.3.1
events-pp-0.5TeV-5GeV.hepmc3.gz,112.62,data/events-pp-0.5TeV-5GeV.hepmc3.gz,4,32.4,CJetReconstruction,unknown,Kt,N2Tiled,0.4,1,JuliaC,0.3.1
events-pp-1TeV-5GeV.hepmc3.gz,160.36,data/events-pp-1TeV-5GeV.hepmc3.gz,4,47.74,CJetReconstruction,unknown,Kt,N2Tiled,0.4,1,JuliaC,0.3.1
events-pp-2TeV-5Gev.hepmc3.gz,188.21,data/events-pp-2TeV-5Gev.hepmc3.gz,4,58.66,CJetReconstruction,unknown,Kt,N2Tiled,0.4,1,JuliaC,0.3.1
events-pp-2TeV.hepmc3.gz,226.98,data/events-pp-2TeV.hepmc3.gz,4,82.98,CJetReconstruction,unknown,Kt,N2Tiled,0.4,1,JuliaC,0.3.1
events-pp-5TeV-10GeV.hepmc3.gz,284.15,data/events-pp-5TeV-10GeV.hepmc3.gz,4,100.78,CJetReconstruction,unknown,Kt,N2Tiled,0.4,1,JuliaC,0.3.1
events-pp-8TeV-20GeV.hepmc3.gz,354.18,data/events-pp-8TeV-20GeV.hepmc3.gz,4,137.68,CJetReconstruction,unknown,Kt,N2Tiled,0.4,1,JuliaC,0.3.1
events-pp-13TeV-20GeV.hepmc3.gz,431.18,data/events-pp-13TeV-20GeV.hepmc3.gz,4,176.02,CJetReconstruction,unknown,Kt,N2Tiled,0.4,1,JuliaC,0.3.1
events-pp-20TeV-20GeV.hepmc3.gz,524.59,data/events-pp-20TeV-20GeV.hepmc3.gz,4,223.53,CJetReconstruction,unknown,Kt,N2Tiled,0.4,1,JuliaC,0.3.1
events-pp-20TeV-50GeV.hepmc3.gz,553.64,data/events-pp-20TeV-50GeV.hepmc3.gz,4,255.01,CJetReconstruction,unknown,Kt,N2Tiled,0.4,1,JuliaC,0.3.1
events-pp-30TeV-50GeV.hepmc3.gz,632.29,data/events-pp-30TeV-50GeV.hepmc3.gz,4,297.74,CJetReconstruction,unknown,Kt,N2Tiled,0.4,1,JuliaC,0.3.1
events-ee-Z.hepmc3.gz,43.05,data/events-ee-Z.hepmc3.gz,4,23.12,CJetReconstruction,unknown,Kt,N2Tiled,1.0,1,JuliaC,0.3.1
events-ee-H.hepmc3.gz,64.97,data/events-ee-H.hepmc3.gz,4,35.66,CJetReconstruction,unknown,Kt,N2Tiled,1.0,1,JuliaC,0.3.1
events-pp-0.5TeV-5GeV.hepmc3.gz,112.62,data/events-pp-0.5TeV-5GeV.hepmc3.gz,4,55.15,CJetReconstruction,unknown,Kt,N2Tiled,1.0,1,JuliaC,0.3.1
events-pp-1TeV-5GeV.hepmc3.gz,160.36,data/events-pp-1TeV-5GeV.hepmc3.gz,4,84.84,CJetReconstruction,unknown,Kt,N2Tiled,1.0,1,JuliaC,0.3.1
events-pp-2TeV-5Gev.hepmc3.gz,188.21,data/events-pp-2TeV-5Gev.hepmc3.gz,4,101.22,CJetReconstruction,unknown,Kt,N2Tiled,1.0,1,JuliaC,0.3.1
events-pp-2TeV.hepmc3.gz,226.98,data/events-pp-2TeV.hepmc3.gz,4,132.45,CJetReconstruction,unknown,Kt,N2Tiled,1.0,1,JuliaC,0.3.1
events-pp-5TeV-10GeV.hepmc3.gz,284.15,data/events-pp-5TeV-10GeV.hepmc3.gz,4,171.4,CJetReconstruction,unknown,Kt,N2Tiled,1.0,1,JuliaC,0.3.1
events-pp-8TeV-20GeV.hepmc3.gz,354.18,data/events-pp-8TeV-20GeV.hepmc3.gz,4,225.72,CJetReconstruction,unknown,Kt,N2Tiled,1.0,1,JuliaC,0.3.1
events-pp-13TeV-20GeV.hepmc3.gz,431.18,data/events-pp-13TeV-20GeV.hepmc3.gz,4,289.74,CJetReconstruction,unknown,Kt,N2Tiled,1.0,1,JuliaC,0.3.1
events-pp-20TeV-20GeV.hepmc3.gz,524.59,data/events-pp-20TeV-20GeV.hepmc3.gz,4,369.06,CJetReconstruction,unknown,Kt,N2Tiled,1.0,1,JuliaC,0.3.1
events-pp-20TeV-50GeV.hepmc3.gz,553.64,data/events-pp-20TeV-50GeV.hepmc3.gz,4,410.32,CJetReconstruction,unknown,Kt,N2Tiled,1.0,1,JuliaC,0.3.1
events-pp-30TeV-50GeV.hepmc3.gz,632.29,data/events-pp-30TeV-50GeV.hepmc3.gz,4,487.26,CJetReconstruction,unknown,Kt,N2Tiled,1.0,1,JuliaC,0.3.1
events-ee-Z.hepmc3.gz,43.05,data/events-ee-Z.hepmc3.gz,4,27.09,CJetReconstruction,unknown,Kt,N2Tiled,1.5,1,JuliaC,0.3.1
events-ee-H.hepmc3.gz,64.97,data/events-ee-H.hepmc3.gz,4,38.34,CJetReconstruction,unknown,Kt,N2Tiled,1.5,1,JuliaC,0.3.1
events-pp-0.5TeV-5GeV.hepmc3.gz,112.62,data/events-pp-0.5TeV-5GeV.hepmc3.gz,4,68.74,CJetReconstruction,unknown,Kt,N2Tiled,1.5,1,JuliaC,0.3.1
events-pp-1TeV-5GeV.hepmc3.gz,160.36,data/events-pp-1TeV-5GeV.hepmc3.gz,4,101.29,CJetReconstruction,unknown,Kt,N2Tiled,1.5,1,JuliaC,0.3.1
events-pp-2TeV-5Gev.hepmc3.gz,188.21,data/events-pp-2TeV-5Gev.hepmc3.gz,4,127.83,CJetReconstruction,unknown,Kt,N2Tiled,1.5,1,JuliaC,0.3.1
events-pp-2TeV.hepmc3.gz,226.98,data/events-pp-2TeV.hepmc3.gz,4,161.92,CJetReconstruction,unknown,Kt,N2Tiled,1.5,1,JuliaC,0.3.1
events-pp-5TeV-10GeV.hepmc3.gz,284.15,data/events-pp-5TeV-10GeV.hepmc3.gz,4,213.93,CJetReconstruction,unknown,Kt,N2Tiled,1.5,1,JuliaC,0.3.1
events-pp-8TeV-20GeV.hepmc3.gz,354.18,data/events-pp-8TeV-20GeV.hepmc3.gz,4,291.37,CJetReconstruction,unknown,Kt,N2Tiled,1.5,1,JuliaC,0.3.1
events-pp-13TeV-20GeV.hepmc3.gz,431.18,data/events-pp-13TeV-20GeV.hepmc3.gz,4,375.81,CJetReconstruction,unknown,Kt,N2Tiled,1.5,1,JuliaC,0.3.1
events-pp-20TeV-20GeV.hepmc3.gz,524.59,data/events-pp-20TeV-20GeV.hepmc3.gz,4,490.53,CJetReconstruction,unknown,Kt,N2Tiled,1.5,1,JuliaC,0.3.1
events-pp-20TeV-50GeV.hepmc3.gz,553.64,data/events-pp-20TeV-50GeV.hepmc3.gz,4,564.28,CJetReconstruction,unknown,Kt,N2Tiled,1.5,1,JuliaC,0.3.1
events-pp-30TeV-50GeV.hepmc3.gz,632.29,data/events-pp-30TeV-50GeV.hepmc3.gz,4,664.65,CJetReconstruction,unknown,Kt,N2Tiled,1.5,1,JuliaC,0.3.1
events-ee-Z.hepmc3.gz,43.05,data/events-ee-Z.hepmc3.gz,4,26.11,CJetReconstruction,unknown,Kt,N2Tiled,2.0,1,JuliaC,0.3.1
events-ee-H.hepmc3.gz,64.97,data/events-ee-H.hepmc3.gz,4,40.41,CJetReconstruction,unknown,Kt,N2Tiled,2.0,1,JuliaC,0.3.1
events-pp-0.5TeV-5GeV.hepmc3.gz,112.62,data/events-pp-0.5TeV-5GeV.hepmc3.gz,4,76.09,CJetReconstruction,unknown,Kt,N2Tiled,2.0,1,JuliaC,0.3.1
events-pp-1TeV-5GeV.hepmc3.gz,160.36,data/events-pp-1TeV-5GeV.hepmc3.gz,4,116.06,CJetReconstruction,unknown,Kt,N2Tiled,2.0,1,JuliaC,0.3.1
events-pp-2TeV-5Gev.hepmc3.gz,188.21,data/events-pp-2TeV-5Gev.hepmc3.gz,4,150.3,CJetReconstruction,unknown,Kt,N2Tiled,2.0,1,JuliaC,0.3.1
